individualID,nitrogenPercent,carbonPercent,extractChlAConc,extractChlBConc,extractCarotConc,leafArea,leafMassPerArea,dryMassFraction,ligninPercent,cellulosePercent,nlcdClass,collectDate,taxonID,scientificName,plantStatus,date,eventID,domainID,siteID,plotID,utmZone,northing,easting,adjDecimalLatitude,adjDecimalLongitude,api.elevation,stemDiameter,height,maxCrownDiameter,geometry,CHM,DSM,DTM
NEON.PLA.D08.LENO.00647,2.34,50,8,1.6,2.53,19692.2,83.9,0.456,18.52,20.605,woodyWetlands,2018-04-30T14:08:00Z,QUMI,Quercus michauxii Nutt.,OK,2017-08-23,vst_LENO_2017,D08,LENO,LENO_006,16N,3520454.5419351454,387615.01312239846,31.814166,-88.187476,13.72,65.8,27.6,21,"c(-88.1873949270233, 31.814192057372)",35.130001068115234,46.334999084472656,11.873000144958496
NEON.PLA.D08.LENO.00667,1.95,49.91,9.11,2.01,2.44,11524.6,91.2,0.482,26.09,23.46,woodyWetlands,2018-04-30T14:09:00Z,QUPA5,Quercus pagoda Raf.,OK,2017-08-23,vst_LENO_2017,D08,LENO,LENO_006,16N,3520464.4652569597,387621.6631323189,31.814261,-88.18736,11.57,60.6,30.4,13,"c(-88.1873258250523, 31.8142822224636)",35.5880012512207,44.097999572753906,11.822999954223633
NEON.PLA.D08.LENO.00773,1.53,50.185,6.44,1.44,1.74,13261.5,165,0.565,19.04,24.77,deciduousForest,2018-05-02T14:57:00Z,QULA3,Quercus laurifolia Michx.,OK,2017-08-24,vst_LENO_2017,D08,LENO,LENO_007,16N,3520288.5007022736,386201.7495665478,31.81259,-88.202329,10.37,85.1,27.4,24.1,"c(-88.2023044582551, 31.8125541861815)",27.964000701904297,38.972999572753906,11.008999824523926
NEON.PLA.D08.LENO.00799,2.45,50.3,6.09,1.35,1.61,18439,48.3,0.268,25.38,22.44,deciduousForest,2018-05-02T14:58:00Z,LIST2,Liquidambar styraciflua L.,OK,2017-08-24,vst_LENO_2017,D08,LENO,LENO_007,16N,3520288.118886345,386212.36651807267,31.812584,-88.202119,11.3,10.6,8.2,5.3,"c(-88.2021922642198, 31.8125518016031)",20.166000366210938,31.13800048828125,11.217000007629395
NEON.PLA.D08.LENO.00752,1.82,49.78,8.14,2.05,2.04,26474.5,66.1,0.348,13.82,20.48,deciduousForest,2018-05-02T15:01:00Z,QULA3,Quercus laurifolia Michx.,OK,2017-08-24,vst_LENO_2017,D08,LENO,LENO_007,16N,3520275.5366607853,386209.53817434766,31.812401,-88.202317,10.67,69.3,27.5,17.8,"c(-88.2022206703907, 31.8124380266057)",27.13599967956543,38.22999954223633,11.093999862670898
NEON.PLA.D08.LENO.00178,1.83,49.66,8.73,2.31,1.96,18331.9,58.7,0.366,26.56,20.78,woodyWetlands,2018-05-02T15:07:00Z,PLOC,Platanus occidentalis L.,OK,2017-08-22,vst_LENO_2017,D08,LENO,LENO_005,16N,3521967.449733648,388198.0486232034,31.82795,-88.181383,14.45,54.4,27.5,16.5,"c(-88.1814098087694, 31.8278960179259)",29.43400001525879,39.02899932861328,13.119999885559082
NEON.PLA.D08.LENO.00190,1.91,49.01,11.04,2.57,2.49,15223,48,0.296,28.61,22.66,woodyWetlands,2018-05-02T15:08:00Z,PLOC,Platanus occidentalis L.,OK,2017-08-22,vst_LENO_2017,D08,LENO,LENO_005,16N,3521971.4218619876,388200.4002254479,31.82795,-88.181383,14.45,41.6,25,11.1,"c(-88.1813854203277, 31.8279320777453)",26.988000869750977,40.01599884033203,13.170000076293945
NEON.PLA.D08.LENO.00256,2.82,43,13.3,3.52,3.57,14998.3,43,0.366,12.7,16.04,woodyWetlands,2018-05-02T15:12:00Z,CELA,Celtis laevigata Willd.,OK,2017-08-22,vst_LENO_2017,D08,LENO,LENO_011,16N,3521758.485050189,388043.1644878623,31.826039,-88.182953,14.29,14.5,11,7.8,"c(-88.1830221270144, 31.8259959246793)",15.664999961853027,25.3439998626709,12.375
NEON.PLA.D08.LENO.00240,1.96,50.36,8.92,2.22,2.33,13734.4,67,0.433,22.74,25.87,woodyWetlands,2018-05-02T15:17:00Z,QUPH,Quercus phellos L.,OK,2017-08-22,vst_LENO_2017,D08,LENO,LENO_011,16N,3521755.321011244,388035.62699470646,31.826039,-88.183149,14.32,82.6,15.3,10,"c(-88.1831013954156, 31.8259666442117)",34.45000076293945,44.7400016784668,11.373000144958496
NEON.PLA.D08.LENO.08527,2.14,48.91,7.45,1.99,1.93,15502,65.8,0.299,20.78,17.67,deciduousForest,2018-05-07T18:22:00Z,LIST2,Liquidambar styraciflua L.,OK,2015-08-18,vst_LENO_2015,D08,LENO,LENO_063,16N,3525006.80803946,390202.5462585928,31.855582,-88.160627,17.44,20.16,21.1,NaN,"c(-88.160575257197, 31.8555064624595)",20.861000061035156,29.767000198364258,13.284000396728516
NEON.PLA.D08.LENO.08530,2.05,48.19,6.29,1.7,1.61,15586.4,74.4,0.343,17.5,13.77,deciduousForest,2018-05-07T18:40:00Z,LIST2,Liquidambar styraciflua L.,OK,2015-08-18,vst_LENO_2015,D08,LENO,LENO_063,16N,3525003.8934849426,390202.05944378686,31.85541,-88.160398,12.12,44.3,27.575,NaN,"c(-88.1605800726612, 31.8554801257546)",31.691999435424805,35.060001373291016,13.083999633789062
NEON.PLA.D08.LENO.08444,2.65,45.57,13.06,4.03,3.26,27163,58.4,0.327,17.77,19.63,deciduousForest,2018-05-07T20:02:00Z,ULAM,Ulmus americana L.,OK,2015-07-17,vst_LENO_2015,D08,LENO,LENO_064,16N,3524884.4603660693,390200.472719597,31.854468,-88.160503,15.12,14.42,15.725000000000001,NaN,"c(-88.1605833461422, 31.8544026665403)",16.70400047302246,28.267000198364258,13.404000282287598
NEON.PLA.D08.LENO.08458,2.44,49.71,12.08,3.8,2.67,16871.1,58.6,0.287,18.06,17.89,deciduousForest,2018-05-07T20:38:00Z,LIST2,Liquidambar styraciflua L.,OK,2015-07-17,vst_LENO_2015,D08,LENO,LENO_064,16N,3524888.2781940545,390189.1182762918,31.854294,-88.160718,12.43,38.46,26.65,NaN,"c(-88.160703773236, 31.8544360088688)",31.80500030517578,40.38600158691406,13.32800006866455
NEON.PLA.D08.LENO.08425,1.9249999999999998,49.614999999999995,11,3.02,2.45,26149.3,68.2,0.425,21.33,26.67,deciduousForest,2018-05-07T21:56:00Z,QUNI,Quercus nigra L.,OK,2015-07-17,vst_LENO_2015,D08,LENO,LENO_064,16N,3524875.8739831527,390190.6382741461,31.854294,-88.160718,12.43,24.38,19.625,NaN,"c(-88.1606863079238, 31.8543242674666)",28.274999618530273,29.711000442504883,13.35099983215332
NEON.PLA.D08.LENO.00631,1.98,50.37,9.29,2.43,2.29,23394,108.1,0.466,24.66,22.05,woodyWetlands,2018-05-08T14:40:00Z,QUNI,Quercus nigra L.,OK,2017-08-23,vst_LENO_2017,D08,LENO,LENO_012,16N,3519784.3724245494,388306.4603179776,31.808231,-88.18008,12.38,90.3,33.2,29,"c(-88.1800139572454, 31.8082149585713)",34.409000396728516,45.28200149536133,11.227999687194824
NEON.PLA.D08.LENO.00977,2.94,47.28,14.72,4.41,3.81,20389,42.5,0.133,22.31,19.76,deciduousForest,2018-05-08T18:22:00Z,FRPE,Fraxinus pennsylvanica Marshall,OK,2017-08-28,vst_LENO_2017,D08,LENO,LENO_001,16N,3521604.9926088722,388552.6671992751,31.824646,-88.177622,12.77,2.5,13.8,11.3,"c(-88.177621724483, 31.8246613337031)",17.30900001525879,24.413000106811523,10.586999893188477
NEON.PLA.D08.LENO.14643,2.18,44.41,13.8,4.62,3.03,29538.4,62.4,0.371,17.45,19.9,woodyWetlands,2018-05-08T20:10:00Z,ULAM,Ulmus americana L.,OK,2016-11-03,vst_LENO_2016,D08,LENO,LENO_061,16N,3525234.07816817,389959.273815747,31.857534,-88.163061,15.14,21.65,16.05,NaN,"c(-88.1631719694186, 31.8575329854113)",30.1560001373291,31.101999282836914,12.446000099182129
NEON.PLA.D08.LENO.08852,2.91,42.32,18.12,5.42,4.68,20832.8,55.1,0.403,12.72,17.66,woodyWetlands,2018-05-08T20:48:00Z,CELA,Celtis laevigata Willd.,OK,2015-11-03,vst_LENO_2015,D08,LENO,LENO_061,16N,3525236.340886421,389961.3165031069,31.857634,-88.16317,12.46,27.22,16.425,NaN,"c(-88.1631506375143, 31.8575535929274)",32.215999603271484,42.185001373291016,12.482000350952148
NEON.PLA.D08.LENO.08763,2.15,49.61,11.7,3.8,2.38,23641,89.3,0.449,21.77,25.09,woodyWetlands,2018-05-08T22:37:00Z,QUNI,Quercus nigra L.,OK,2015-11-04,vst_LENO_2015,D08,LENO,LENO_062,16N,3525194.919484056,390096.94618695567,31.857142,-88.161628,15.44,59.8,28.65,NaN,"c(-88.1617125468933, 31.8571930678479)",36.948001861572266,49.869998931884766,13.039999961853027
NEON.PLA.D08.TALL.03295,0.98,49.31,2.9,0.67,0.84,2662.6,282.1,0.47,17.87,18.72,evergreenForest,2017-05-15T07:00:00Z,PIEC2,Pinus echinata Mill.,OK,2015-01-11,vst_TALL_2015,D08,TALL,TALL_044,16N,3646144.526964742,462822.0829817763,32.952874,-87.397825,129.26,27.9,15.375,NaN,"c(-87.3977708673102, 32.9529800570708)",18.757999420166016,146.64300537109375,128.2270050048828
NEON.PLA.D08.TALL.00231,1.22,50.31,8.19,2.1,2.22,2764.4,277.8,0.482,22.05,24.65,evergreenForest,2017-05-15T13:00:00Z,PITA,Pinus taeda L.,OK,2015-01-10,vst_TALL_2015,D08,TALL,TALL_047,16N,3645966.429175344,462701.62698030414,32.951302,-87.398917,136.29,39.3,24.325,NaN,"c(-87.3990523943331, 32.9513694645586)",27.89699935913086,160.71499633789062,132.7969970703125
NEON.PLA.D08.TALL.03426,2.18,48.38,5.83,1.5,1.54,23620.9,75.5,0.341,20.4,17.97,evergreenForest,2017-05-15T13:00:00Z,LITU,Liriodendron tulipifera L.,OK,2015-01-11,vst_TALL_2015,D08,TALL,TALL_044,16N,3646130.607212987,462850.11002907867,32.952875,-87.397366,128.9,27.375,15.35,NaN,"c(-87.3974704469397, 32.9528554520779)",16.777000427246094,142.84500122070312,126.81400299072266
NEON.PLA.D08.TALL.00213,1.5950000000000002,48.55,5.87,1.31,1.31,21906.2,95.8,0.372,30.49,22.79,evergreenForest,2017-05-15T16:00:00Z,LIST2,Liquidambar styraciflua L.,OK,2015-01-10,vst_TALL_2015,D08,TALL,TALL_047,16N,3645972.2028903174,462709.2807459751,32.951302,-87.398917,136.29,25.525,22.7,NaN,"c(-87.3989707429746, 32.95142180631)",20.917999267578125,152.15899658203125,131.33599853515625
NEON.PLA.D08.TALL.00248,2.33,48.39,4.64,1.04,1.25,20248.5,70.6,0.305,15.81,17.47,evergreenForest,2017-05-15T17:00:00Z,LITU,Liriodendron tulipifera L.,OK,2015-01-10,vst_TALL_2015,D08,TALL,TALL_047,16N,3645981.42745321,462712.65860721795,32.951675,-87.398725,130.68,49.525000000000006,27.1,NaN,"c(-87.3989349780078, 32.9515051293812)",31.17799949645996,160.71499633789062,130.1649932861328
NEON.PLA.D08.TALL.03408,1.11,49.64,3,0.84,0.79,2078.2,315.2,0.459,21.37,18.7,evergreenForest,2017-05-15T20:00:00Z,PIEC2,Pinus echinata Mill.,OK,2015-01-11,vst_TALL_2015,D08,TALL,TALL_044,16N,3646140.2595322686,462831.57848368963,32.952874,-87.397825,129.26,22.625,15.25,NaN,"c(-87.3976691035745, 32.9529418872678)",18.384000778198242,146.3209991455078,128.00100708007812
NEON.PLA.D08.TALL.02329,2.55,49.24,3.76,0.94,0.9,22016.1,69.7,0.331,18.15,19.05,evergreenForest,2017-05-16T06:00:00Z,LITU,Liriodendron tulipifera L.,OK,2015-01-07,vst_TALL_2015,D08,TALL,TALL_054,16N,3645685.3190984903,462848.3446984009,32.948969,-87.397486,116,21.325,15.7,NaN,"c(-87.3974713575406, 32.9488387900517)",17.202999114990234,135.30799865722656,118.44300079345703
NEON.PLA.D08.TALL.02342,0.96,48.47,1.92,0.39,0.61,2392.6,236.6,0.493,22.52,19.97,evergreenForest,2017-05-16T07:00:00Z,PIEC2,Pinus echinata Mill.,OK,2016-10-24,vst_TALL_2016,D08,TALL,TALL_054,16N,3645680.0248829774,462847.2497946078,32.948795,-87.39752,121.69,16.725,13.2,NaN,"c(-87.3974828575391, 32.9487909977209)",16.398000717163086,131.30499267578125,119.4530029296875
NEON.PLA.D08.TALL.02330,0.89,51.46,2.69,0.53,0.89,5121.7,443.6,0.511,23.34,26.09,evergreenForest,2017-05-16T08:30:00Z,PIPA2,Pinus palustris Mill.,OK,2015-01-07,vst_TALL_2015,D08,TALL,TALL_054,16N,3645681.0057296846,462858.0701336241,32.948795,-87.39752,121.69,40,17.925,NaN,"c(-87.3973671369252, 32.9488002134096)",20.176000595092773,131.17599487304688,121.7959976196289
NEON.PLA.D08.TALL.01918,1.79,48.43,3.83,0.73,1.22,25242,47.3,0.272,19.81,21.89,mixedForest,2017-05-16T13:30:00Z,QUAL,Quercus alba L.,OK,2015-01-06,vst_TALL_2015,D08,TALL,TALL_051,16N,3645817.41918211,462847.62819878844,32.950148,-87.397506,120.63,40.025,21.35,NaN,"c(-87.3974843555994, 32.9500303392884)",29.11199951171875,139.26300048828125,114.91000366210938
NEON.PLA.D08.TALL.01906,1.09,49.56,4.45,1.07,1.21,4783.8,250.4,0.51,16.03,20.75,mixedForest,2017-05-16T14:30:00Z,PITA,Pinus taeda L.,OK,2015-01-06,vst_TALL_2015,D08,TALL,TALL_051,16N,3645837.373877263,462858.8587655856,32.950148,-87.397506,120.63,84.375,29.35,NaN,"c(-87.3973650102717, 32.9502107174778)",33.32899856567383,151.15899658203125,117.93199920654297
NEON.PLA.D08.TALL.01903,0.88,48.73,2.48,0.43,0.8,8545.3,220.1,0.272,17.41,27.03,mixedForest,2017-05-16T15:30:00Z,PIPA2,Pinus palustris Mill.,OK,2015-01-06,vst_TALL_2015,D08,TALL,TALL_051,16N,3645844.8170155445,462855.84968088823,32.950148,-87.397506,120.63,55.425,27.8,NaN,"c(-87.3973975035581, 32.9502777539232)",33.96099853515625,153.052001953125,119.18099975585938
NEON.PLA.D08.TALL.00964,0.575,49.385,2.6,0.51,0.86,8123.8,316.8,0.475,18.81,25.63,deciduousForest,2017-05-17T06:00:00Z,PIPA2,Pinus palustris Mill.,OK,2014-08-07,vst_TALL_2014,D08,TALL,TALL_007,16N,3648524.7089996557,460102.2747818788,32.974429,-87.42694,82.46,16.4,14.6,3.8,"c(-87.4269729928981, 32.9743536908664)",15.838000297546387,91.0790023803711,82.95999908447266
NEON.PLA.D08.TALL.00922,1.52,48.46,5.44,1.36,1.36,18181,88.4,0.465,17.1,20.65,deciduousForest,2017-05-17T07:00:00Z,QUAL,Quercus alba L.,OK,2014-08-07,vst_TALL_2014,D08,TALL,TALL_007,16N,3648529.6206973465,460114.35999052547,32.974429,-87.42694,82.46,40.1,14.9,13,"c(-87.4268438770065, 32.9743984372633)",23.937999725341797,105.2760009765625,81.4260025024414
NEON.PLA.D08.TALL.01905,1.25,49.38,2.15,0.82,0.72,12296.1,90.4,0.408,9.67,17.44,deciduousForest,2017-05-17T19:54:00Z,NYSY,Nyssa sylvatica Marshall,Insect damaged,2014-08-18,vst_TALL_2014,D08,TALL,TALL_001,16N,3648903.679328987,459570.0465563458,32.977667,-87.432716,98.64,39.3,22.5,10.2,"c(-87.4326852632658, 32.9777524602181)",24.833999633789062,125.1259994506836,100.25599670410156
NEON.PLA.D08.TALL.00925,2.78,48.67,6.25,1.68,1.42,18698.5,73.7,0.271,16.39,19.43,deciduousForest,2017-05-17T20:06:00Z,LITU,Liriodendron tulipifera L.,OK,2014-08-07,vst_TALL_2014,D08,TALL,TALL_007,16N,3648528.803168367,460111.2091547361,32.974429,-87.42694,82.46,29.8,17,7.8,"c(-87.4268775599965, 32.9743909477728)",23.520000457763672,105.15599822998047,81.733001708984375
NEON.PLA.D08.TALL.02155,1.17,48.04,3.41,1.45,1.26,12469,123.7,0.451,7.83,14.55,deciduousForest,2017-05-17T20:30:00Z,NYSY,Nyssa sylvatica Marshall,Insect damaged,2014-08-18,vst_TALL_2014,D08,TALL,TALL_001,16N,3648903.85461632,459566.0447780218,32.977757,-87.432619,98.48,39.4,21.8,7.7,"c(-87.4327280973372, 32.9777538929498)",23.198999404907227,124.19100189208984,100.96900177001953
NEON.PLA.D08.TALL.02111,1.32,47.4,1.58,0.51,0.66,14208.8,62.1,0.375,7.26,17.24,deciduousForest,2017-05-17T20:30:00Z,NYSY,Nyssa sylvatica Marshall,Insect damaged,2014-08-18,vst_TALL_2014,D08,TALL,TALL_001,16N,3648891.6785408887,459559.5489678844,32.977667,-87.432716,98.64,24.6,18.4,9.4,"c(-87.4327970786302, 32.9776438219967)",30.618999481201172,128.65899658203125,100.69400024414062
NEON.PLA.D08.TALL.00667,0.89,49.69,2.6,0.52,0.81,6029.9,321.9,0.467,19.66,25.54,evergreenForest,2017-05-18T13:30:00Z,PIPA2,Pinus palustris Mill.,OK,2014-08-06,vst_TALL_2014,D08,TALL,TALL_004,16N,3646707.926282446,459565.09669141937,32.957884,-87.432613,132.04,43.3,18.8,10.7,"c(-87.4326416777344, 32.9579462180447)",19.214000701904297,154.21400451660156,135.15199279785156
NEON.PLA.D08.TALL.00380,0.8,50.33,2.68,0.54,0.85,5446.4,279.4,0.463,17.85,22.81,evergreenForest,2017-05-18T15:00:00Z,PIPA2,Pinus palustris Mill.,OK,2014-08-06,vst_TALL_2014,D08,TALL,TALL_004,16N,3646700.6079844753,459559.65898745286,32.957884,-87.432613,132.04,29.5,10.9,8.2,"c(-87.4326995364375, 32.9578800041639)",17.479999542236328,149.3179931640625,133.51199340820312
NEON.PLA.D08.TALL.00474,1.12,52.23,2.38,0.52,0.75,4270.3,278.4,0.5,19.94,20.75,evergreenForest,2017-05-18T16:00:00Z,PITA,Pinus taeda L.,OK,2014-08-06,vst_TALL_2014,D08,TALL,TALL_004,16N,3646694.852105136,459573.5996281394,32.957884,-87.432613,132.04,31.6,18,7.6,"c(-87.4325501265038, 32.9578286016379)",20.274999618530273,150.6020050048828,130.8470001220703
NEON.PLA.D08.TALL.02782,1.605,48.209999999999994,3.19,0.63,1.01,50950.4,110.5,0.476,16.4,18.97,deciduousForest,2017-05-18T17:30:00Z,QUAL,Quercus alba L.,OK,2014-08-26,vst_TALL_2014,D08,TALL,TALL_008,16N,3642682.1438390203,459483.4749569609,32.921617,-87.433388,113.04,48.2,29.7,13.5,"c(-87.4333378398456, 32.9216298017306)",30.804000854492188,143.16299438476562,112.61100006103516
NEON.PLA.D08.TALL.02629,1.75,51.2,3.7,0.78,1.13,53723.399999999994,141.85000000000002,0.506,22.1,16.72,deciduousForest,2017-05-18T20:30:00Z,QUMO4,Quercus montana Willd.,OK,2014-08-26,vst_TALL_2014,D08,TALL,TALL_008,16N,3642674.3491647877,459474.86043711065,32.921617,-87.433388,113.04,41.6,27.7,12.4,"c(-87.4334296299951, 32.921559172507)",28.79199981689453,144.1820068359375,115.52300262451172
NEON.PLA.D08.TALL.00995,1.91,48.43,6.75,1.52,1.65,26671.1,62.8,0.435,24.86,21.31,mixedForest,2017-05-22T13:30:00Z,QUMO4,Quercus montana Willd.,OK,2014-08-08,vst_TALL_2014,D08,TALL,TALL_002,16N,3642735.4479038347,459907.2448174259,32.922158,-87.428893,118.29,12.2,11.8,5.8,"c(-87.4288079083103, 32.9221262476796)",18.285999298095703,123.51399993896484,109.36900329589844
NEON.PLA.D08.TALL.01106,1.63,47.98,3.18,0.88,0.82,17326.9,40.5,0.267,24.93,22.06,mixedForest,2017-05-22T14:30:00Z,LIST2,Liquidambar styraciflua L.,OK,2014-08-08,vst_TALL_2014,D08,TALL,TALL_002,16N,3642739.7072210317,459905.05992776353,32.922158,-87.428893,118.29,12.4,14.7,4.3,"c(-87.4288314613139, 32.922164587563)",22.81599998474121,132.7030029296875,110.27899932861328
NEON.PLA.D08.TALL.01092,1.45,50.73,5.44,1.72,1.19,4156.9,206.9,0.403,20.41,22.21,mixedForest,2017-05-22T15:00:00Z,PITA,Pinus taeda L.,OK,2014-08-08,vst_TALL_2014,D08,TALL,TALL_002,16N,3642731.1671775766,459894.8713480431,32.922158,-87.428893,118.29,13.7,8.8,4.1,"c(-87.4289400579716, 32.9220871804422)",12.0649995803833,122.91799926757812,110.89199829101562
NEON.PLA.D08.TALL.01834,1.57,49.75,4.62,1.09,1.35,9976.9,90.9,0.378,23.35,25.97,evergreenForest,2017-05-22T17:00:00Z,LIST2,Liquidambar styraciflua L.,OK,2014-08-14,vst_TALL_2014,D08,TALL,TALL_006,16N,3640165.18325966,458279.63779523404,32.898843,-87.446128,97.77,34.3,19,6.6,"c(-87.4460990723633, 32.8988809294031)",25.009000778198242,122.4800033569336,97.10399627685547
NEON.PLA.D08.TALL.02017,0.665,49.255,3.71,0.98,1.23,8765,332.5,0.491,19.665,27.1,evergreenForest,2017-05-22T20:39:00Z,PIPA2,Pinus palustris Mill.,OK,2014-08-15,vst_TALL_2014,D08,TALL,TALL_013,16N,3638602.1413277322,457494.75453641376,32.884749,-87.454396,117.56,45.1,19.7,10.9,"c(-87.4544193045472, 32.8847516776326)",23.07699966430664,140.46800231933594,117.40799713134766
NEON.PLA.D08.TALL.02026,0.86,48.35,4.55,1.06,1.5,6490,328.2,0.481,20.43,24.31,evergreenForest,2017-05-22T20:40:00Z,PIPA2,Pinus palustris Mill.,OK,2014-08-15,vst_TALL_2014,D08,TALL,TALL_013,16N,3638600.9114781404,457500.722167733,32.884749,-87.454396,117.56,43.1,23.4,11.8,"c(-87.4543554503266, 32.884740815859)",24.868999481201172,143.1909942626953,118.25299835205078
NEON.PLA.D08.TALL.00562,0.7,48.66,3.42,0.86,1.14,7548.8,376.2,0.464,18.69,24.71,mixedForest,2017-05-23T07:30:00Z,PIPA2,Pinus palustris Mill.,OK,2014-08-05,vst_TALL_2014,D08,TALL,TALL_005,16N,3639950.8607923673,462848.7265023914,32.897128,-87.397349,119.92,31.7,23.7,7.4,"c(-87.3972360916443, 32.8971124289903)",25.18199920654297,139.19700622558594,121.56900024414062
NEON.PLA.D08.TALL.00207,1.68,46.97,3.42,0.72,1.03,15672.9,81,0.484,17.26,18.82,evergreenForest,2017-05-23T17:30:00Z,QUAL,Quercus alba L.,OK,2014-08-05,vst_TALL_2014,D08,TALL,TALL_009,16N,3640253.7995359297,461971.383982707,32.899796,-87.406679,105.05,14.6,14.3,5.3,"c(-87.4066292683535, 32.8998148737571)",12.402999877929688,111.35299682617188,106.58899688720703
NEON.PLA.D13.MOAB.00631,0.99,50.52,3.22,0.97,1.31,684,323.4,0.506,18.15,22.17,evergreenForest,2017-09-06T15:05:00Z,PIED,Pinus edulis Engelm.,OK,2016-10-24,vst_MOAB_2015,D13,MOAB,MOAB_003,12N,4236086.804614551,644396.6256695813,38.261195,-109.349596,2006.05,23.4,3,6,"c(-109.349523312568, 38.261221334201)",2.1760001182556152,2009.27099609375,2007.385009765625
NEON.PLA.D13.MOAB.00656,0.95,51.28,6.05,2.28,2.7,965.4,360.3,0.52,23.54,21.98,evergreenForest,2017-09-06T16:05:00Z,PIED,Pinus edulis Engelm.,OK,2016-10-24,vst_MOAB_2015,D13,MOAB,MOAB_003,12N,4236087.167388548,644404.5494177786,38.261195,-109.349369,2006.74,24.4,3.4,4.6,"c(-109.349432703611, 38.2612233286052)",2.7880001068115234,2010.1629638671875,2007.6639404296875
NEON.PLA.D13.MOAB.00518,0.82,51.07,2.01,0.7,1.04,720.6,302.5,0.495,20.52,19.77,evergreenForest,2017-09-06T19:00:00Z,PIED,Pinus edulis Engelm.,OK,2016-10-07,vst_MOAB_2015,D13,MOAB,MOAB_024,12N,4236209.270939938,644814.0474795301,38.262203,-109.344745,2018.79,22.799999999999997,4,4.25,"c(-109.344728910902, 38.2622574046851)",3.5450000762939453,2023.27197265625,2019.7559814453125
NEON.PLA.D13.MOAB.00548,0.66,52.64,1.38,0.36,0.53,1567.2,552.6,0.615,15.09,14.16,evergreenForest,2017-09-06T21:00:00Z,JUOS,Juniperus osteosperma (Torr.) Little,OK,2016-10-07,vst_MOAB_2015,D13,MOAB,MOAB_024,12N,4236217.237129607,644820.5181331246,38.262384,-109.344743,2016.49,24.1,3.9,6.8999999999999995,"c(-109.344653348837, 38.2623281267132)",4.091000080108643,2022.886962890625,2018.8330078125
NEON.PLA.D14.JORN.02697,2.36,47.955,3.39,0.73,1.16,5316.8,162.6,0.583,14.59,15.22,shrubScrub,2017-08-22T14:56:00Z,PRGL2,Prosopis glandulosa Torr.,OK,2017-08-22,vst_JORN_2017,D14,JORN,JORN_006,13N,3607367.4862699597,328763.9510284346,32.590474,-106.824567,1323.51,NaN,0.7,1.5,"c(-106.824540225749, 32.5905668618221)",0,1323.719970703125,1323.719970703125
NEON.PLA.D14.JORN.02598,2.75,48.59,4.04,0.92,1.05,5603.6,144.9,0.501,12.62,17.69,shrubScrub,2017-08-22T15:00:00Z,PRGL2,Prosopis glandulosa Torr.,Other damage,2017-08-22,vst_JORN_2017,D14,JORN,JORN_004,13N,3611843.511096915,325437.5625768948,32.630238,-106.860871,1332.38,NaN,1,3.2,"c(-106.86080198831, 32.6304038619761)",0,1333.0699462890625,1333.0699462890625
NEON.PLA.D14.JORN.02599,2.28,48.23,4.27,0.81,1.49,4136.9,140.5,0.572,14.49,17.44,shrubScrub,2017-08-22T15:00:00Z,PRGL2,Prosopis glandulosa Torr.,Other damage,2017-08-22,vst_JORN_2017,D14,JORN,JORN_004,13N,3611832.8371769753,325448.50473401963,32.630238,-106.860871,1332.38,NaN,0.7,2.3,"c(-106.860683407841, 32.6303093526765)",0,1333.1199951171875,1333.1199951171875
NEON.PLA.D14.JORN.02695,2.7,48.58,5.02,1.19,1.48,7664.3,157,0.55,13.8,17.64,shrubScrub,2017-08-22T15:00:00Z,PRGL2,Prosopis glandulosa Torr.,OK,2017-08-22,vst_JORN_2017,D14,JORN,JORN_006,13N,3607366.8248292278,328778.00906747207,32.590474,-106.824567,1323.51,NaN,0.9,2.2,"c(-106.824390380313, 32.5905630727765)",0,1323.52001953125,1323.52001953125
NEON.PLA.D14.JORN.02693,3.0999999999999996,48.5,4.33,0.9,1.45,7237.2,175.5,0.558,12.545,16.605,shrubScrub,2017-08-22T15:07:00Z,PRGL2,Prosopis glandulosa Torr.,OK,2017-08-22,vst_JORN_2017,D14,JORN,JORN_003,13N,3608509.5243706238,327510.9874642785,32.600526,-106.838208,1321.33,NaN,1,1.5,"c(-106.838095075136, 32.6006692780183)",0,1321.800048828125,1321.800048828125
NEON.PLA.D14.JORN.02690,3.26,49.45,8.58,2,1.92,10121,111.4,0.494,14.1,21.9,shrubScrub,2017-08-23T14:47:00Z,PRGL2,Prosopis glandulosa Torr.,OK,2017-08-23,vst_JORN_2017,D14,JORN,JORN_010,13N,3611597.413247548,326638.6550095912,32.628246,-106.848044,1331.86,NaN,0.5,2.9,"c(-106.847958721586, 32.6283740527978)",0,1333.3699951171875,1333.3699951171875
NEON.PLA.D14.JORN.02688,3.39,49.11,8.11,1.73,2,9501.2,139.6,0.512,13.29,17.35,shrubScrub,2017-08-23T16:41:00Z,PRGL2,Prosopis glandulosa Torr.,OK,2017-08-23,vst_JORN_2017,D14,JORN,JORN_009,13N,3609698.0009437143,327570.958161489,32.611358,-106.837799,1326.52,NaN,1.1,2.1,"c(-106.837675157916, 32.6113942773213)",0,1326.5400390625,1326.5400390625
